Date and time,8670870,8720218
9/17/2017 4:00,-0.909,-0.559
9/17/2017 5:00,-0.96,-0.548
9/17/2017 6:00,-0.593,-0.31
9/17/2017 7:00,-0.045,0.01
9/17/2017 8:00,0.508,0.294
9/17/2017 9:00,0.973,0.59
9/17/2017 10:00,1.2,0.776
9/17/2017 11:00,1.235,0.86
9/17/2017 12:00,0.989,0.768
9/17/2017 13:00,0.596,0.508
9/17/2017 14:00,0.1,0.083
9/17/2017 15:00,-0.465,-0.31
9/17/2017 16:00,-0.849,-0.518
9/17/2017 17:00,-1.011,-0.55
9/17/2017 18:00,-0.716,-0.349
9/17/2017 19:00,-0.225,-0.005
9/17/2017 20:00,0.482,0.352
9/17/2017 21:00,1.013,0.631
9/17/2017 22:00,1.395,0.871
9/17/2017 23:00,1.563,1.079
